trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_1_trip_1_service_3,route_63,service_3,Górka Narodowa P+R,"",0,block_1,shape_92,0
block_1_trip_2_service_3,route_63,service_3,Kurdwanów P+R,"",0,block_1,shape_37,0
block_1_trip_3_service_3,route_63,service_3,Górka Narodowa P+R,"",1,block_1,shape_44,0
block_1_trip_4_service_3,route_63,service_3,Kurdwanów P+R,"",0,block_1,shape_37,0
block_1_trip_5_service_3,route_63,service_3,Górka Narodowa P+R,"",1,block_1,shape_44,0
block_1_trip_6_service_3,route_63,service_3,Zaj. Nowa Huta,"",0,block_1,shape_93,0
block_6_trip_1_service_3,route_63,service_3,Górka Narodowa P+R,"",0,block_6,shape_92,0
block_6_trip_2_service_3,route_63,service_3,Kurdwanów P+R,"",0,block_6,shape_37,0
block_6_trip_3_service_3,route_63,service_3,Górka Narodowa P+R,"",1,block_6,shape_44,0
block_6_trip_4_service_3,route_63,service_3,Kurdwanów P+R,"",0,block_6,shape_37,0
block_6_trip_5_service_3,route_63,service_3,Górka Narodowa P+R,"",1,block_6,shape_44,0
block_6_trip_6_service_3,route_63,service_3,Kurdwanów P+R,"",0,block_6,shape_37,0
block_6_trip_7_service_3,route_63,service_3,Górka Narodowa P+R,"",1,block_6,shape_44,0
block_6_trip_8_service_3,route_63,service_3,Zaj. Nowa Huta,"",0,block_6,shape_93,0
block_11_trip_1_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23480,0
block_11_trip_2_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_3_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_4_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_5_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_6_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_7_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_8_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_9_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_10_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_11_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_12_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_13_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_14_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_11,shape_23479,0
block_11_trip_15_service_3,route_70,service_3,Os.Piastów,"",0,block_11,shape_23478,0
block_11_trip_16_service_3,route_70,service_3,Zaj. Nowa Huta,"",0,block_11,shape_23482,0
block_13_trip_1_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_129,0
block_13_trip_2_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_3_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_4_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_5_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_6_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_7_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_8_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_9_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_10_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_11_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_12_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_13_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_14_service_3,route_70,service_3,Os.Piastów,"",0,block_13,shape_23478,0
block_13_trip_15_service_3,route_70,service_3,Czerwone Maki P+R,"",1,block_13,shape_23479,0
block_13_trip_16_service_3,route_70,service_3,Zajezdnia Podgórze,"",0,block_13,shape_130,0
block_16_trip_1_service_3,route_806,service_3,Zaj. Nowa Huta,"",0,block_16,shape_23365,0
block_16_trip_2_service_3,route_806,service_3,Bronowice Małe,"",0,block_16,shape_23362,0
block_16_trip_3_service_3,route_806,service_3,Zaj. Nowa Huta,"",1,block_16,shape_23363,0
block_16_trip_4_service_3,route_53,service_3,pl. Centralny,"",0,block_16,shape_15,0
block_16_trip_5_service_3,route_53,service_3,Czerwone Maki P+R,"",0,block_16,shape_12,0
block_16_trip_6_service_3,route_53,service_3,pl. Centralny,"",1,block_16,shape_13,0
block_16_trip_7_service_3,route_53,service_3,Czerwone Maki P+R,"",0,block_16,shape_12,0
block_16_trip_8_service_3,route_53,service_3,pl. Centralny,"",1,block_16,shape_13,0
block_16_trip_9_service_3,route_53,service_3,Zaj. Nowa Huta,"",0,block_16,shape_14,0
block_21_trip_1_service_3,route_55,service_3,Krowodrza G. P+R,"",0,block_21,shape_23678,0
block_21_trip_2_service_3,route_55,service_3,Nowy Bieżanów P+R,"",1,block_21,shape_23675,0
block_21_trip_3_service_3,route_55,service_3,Krowodrza G. P+R,"",0,block_21,shape_23674,0
block_21_trip_4_service_3,route_55,service_3,Nowy Bieżanów P+R,"",1,block_21,shape_23675,0
block_21_trip_5_service_3,route_56,service_3,Górka Narodowa P+R,"",1,block_21,shape_23759,0
block_21_trip_6_service_3,route_56,service_3,Nowy Bieżanów P+R,"",0,block_21,shape_23758,0
block_21_trip_7_service_3,route_56,service_3,Zajezdnia Podgórze,"",1,block_21,shape_23761,0
block_25_trip_1_service_3,route_69,service_3,Górka Narodowa P+R,"",0,block_25,shape_23717,0
block_25_trip_2_service_3,route_69,service_3,Czerwone Maki P+R,"",1,block_25,shape_23716,0
block_25_trip_3_service_3,route_69,service_3,Górka Narodowa P+R,"",0,block_25,shape_23715,0
block_25_trip_4_service_3,route_56,service_3,Nowy Bieżanów P+R,"",0,block_25,shape_23758,0
block_25_trip_5_service_3,route_56,service_3,Górka Narodowa P+R,"",1,block_25,shape_23759,0
block_25_trip_6_service_3,route_56,service_3,Nowy Bieżanów P+R,"",0,block_25,shape_23758,0
block_25_trip_7_service_3,route_56,service_3,Podgórze SKA,"",1,block_25,shape_23763,0
block_25_trip_8_service_3,route_56,service_3,Zajezdnia Podgórze,"",0,block_25,shape_23760,0
block_34_trip_1_service_3,route_755,service_3,Borek Fałęcki,"",0,block_34,shape_98,0
block_34_trip_2_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_99,0
block_34_trip_3_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_4_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_5_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_6_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_7_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_8_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_9_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_10_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_11_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_12_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_13_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_14_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_15_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_16_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_17_service_3,route_755,service_3,Pleszów,"",1,block_34,shape_85,0
block_34_trip_18_service_3,route_755,service_3,Bronowice,"",0,block_34,shape_84,0
block_34_trip_19_service_3,route_755,service_3,Zajezdnia Podgórze,"",0,block_34,shape_91,0
block_40_trip_1_service_4,route_31,service_4,Salwator,"",0,block_40,shape_23351,0
block_40_trip_2_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_3_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_4_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_5_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_6_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_7_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_8_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_9_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_10_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_11_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_12_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_13_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_14_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_15_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_16_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_17_service_4,route_31,service_4,Salwator,"",1,block_40,shape_23347,0
block_40_trip_18_service_4,route_31,service_4,Jarzębiny,"",0,block_40,shape_23346,0
block_40_trip_19_service_4,route_31,service_4,Zajezdnia Podgórze,"",1,block_40,shape_23349,0
block_41_trip_1_service_4,route_31,service_4,Salwator,"",0,block_41,shape_23351,0
block_41_trip_2_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_3_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_4_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_5_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_6_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_7_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_8_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_9_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_10_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_11_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_12_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_13_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_14_service_4,route_31,service_4,Jarzębiny,"",0,block_41,shape_23346,0
block_41_trip_15_service_4,route_31,service_4,Salwator,"",1,block_41,shape_23347,0
block_41_trip_16_service_4,route_31,service_4,Zajezdnia Podgórze,"",0,block_41,shape_23348,0
block_55_trip_1_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23779,0
block_55_trip_2_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_3_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_4_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_5_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_6_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_7_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_8_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_9_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_10_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_11_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_12_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_13_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_14_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_15_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_16_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_55,shape_23675,0
block_55_trip_17_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_55,shape_23674,0
block_55_trip_18_service_4,route_55,service_4,Zaj. Nowa Huta,"",0,block_55,shape_7,0
block_56_trip_1_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23779,0
block_56_trip_2_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_3_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_4_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_5_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_6_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_7_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_8_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_9_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_10_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_11_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_12_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_13_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_14_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_15_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_16_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_17_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_18_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_19_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_20_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_56,shape_23675,0
block_56_trip_21_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_56,shape_23674,0
block_56_trip_22_service_4,route_55,service_4,Zaj. Nowa Huta,"",0,block_56,shape_7,0
block_57_trip_1_service_4,route_55,service_4,Nowy Bieżanów P+R,"",0,block_57,shape_23778,0
block_57_trip_2_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_3_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_4_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_5_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_6_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_7_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_8_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_9_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_10_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_11_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_12_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_13_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_14_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_15_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_16_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_17_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_57,shape_23675,0
block_57_trip_18_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_57,shape_23674,0
block_57_trip_19_service_4,route_55,service_4,Zaj. Nowa Huta,"",0,block_57,shape_7,0
block_58_trip_1_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23677,0
block_58_trip_2_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_3_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_4_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_5_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_6_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_7_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_8_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_9_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_10_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_11_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_12_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_13_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_14_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_15_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_16_service_4,route_55,service_4,Krowodrza G. P+R,"",0,block_58,shape_23674,0
block_58_trip_17_service_4,route_55,service_4,Nowy Bieżanów P+R,"",1,block_58,shape_23675,0
block_58_trip_18_service_4,route_55,service_4,Zajezdnia Podgórze,"",0,block_58,shape_23676,0
block_73_trip_1_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_61,0
block_73_trip_2_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_3_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_4_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_5_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_6_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_7_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_8_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_9_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_10_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_11_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_12_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_13_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_14_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_15_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_16_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_17_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_18_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_19_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_20_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_21_service_4,route_955,service_4,Cichy Kącik,"",0,block_73,shape_57,0
block_73_trip_22_service_4,route_955,service_4,Mały Płaszów P+R,"",1,block_73,shape_58,0
block_73_trip_23_service_4,route_955,service_4,Zaj. Nowa Huta,"",0,block_73,shape_160,0
block_74_trip_1_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23524,0
block_74_trip_2_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_3_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_4_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_5_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_6_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_7_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_8_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_9_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_10_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_11_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_12_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_13_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_14_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_15_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_16_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_17_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_18_service_4,route_807,service_4,Bronowice Małe,"",0,block_74,shape_23379,0
block_74_trip_19_service_4,route_807,service_4,Borek Fałęcki,"",1,block_74,shape_23380,0
block_74_trip_20_service_4,route_807,service_4,Zajezdnia Podgórze,"",0,block_74,shape_23382,0
block_99_trip_1_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_125,0
block_99_trip_2_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_3_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_4_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_5_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_6_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_7_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_8_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_9_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_10_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_11_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_12_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_13_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_14_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_15_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_16_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_17_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_18_service_4,route_808,service_4,Bronowice,"",0,block_99,shape_122,0
block_99_trip_19_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_99,shape_123,0
block_99_trip_20_service_4,route_808,service_4,Zajezdnia Podgórze,"",0,block_99,shape_124,0
block_100_trip_1_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_125,0
block_100_trip_2_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_3_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_4_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_5_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_6_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_7_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_8_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_9_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_10_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_11_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_12_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_13_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_14_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_15_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_16_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_17_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_18_service_4,route_808,service_4,Bronowice,"",0,block_100,shape_122,0
block_100_trip_19_service_4,route_808,service_4,Nowy Bieżanów P+R,"",1,block_100,shape_123,0
block_100_trip_20_service_4,route_808,service_4,Zajezdnia Podgórze,"",0,block_100,shape_124,0
block_107_trip_1_service_4,route_69,service_4,Górka Narodowa P+R,"",0,block_107,shape_23795,0
block_107_trip_2_service_4,route_69,service_4,Czerwone Maki P+R,"",1,block_107,shape_23716,0
block_107_trip_3_service_4,route_69,service_4,Górka Narodowa P+R,"",0,block_107,shape_23715,0
block_107_trip_4_service_4,route_69,service_4,Czerwone Maki P+R,"",1,block_107,shape_23716,0
block_107_trip_5_service_4,route_69,service_4,Górka Narodowa P+R,"",0,block_107,shape_23715,0
block_107_trip_6_service_4,route_69,service_4,Czerwone Maki P+R,"",1,block_107,shape_23716,0
block_107_trip_7_service_4,route_69,service_4,Górka Narodowa P+R,"",0,block_107,shape_23715,0
block_107_trip_8_service_4,route_69,service_4,Czerwone Maki P+R,"",1,block_107,shape_23716,0
block_107_trip_9_service_4,route_69,service_4,Górka Narodowa P+R,"",0,block_107,shape_23715,0
block_107_trip_10_service_4,route_69,service_4,Czerwone Maki P+R,"",1,block_107,shape_23716,0
block_107_trip_11_service_4,route_69,service_4,Górka Narodowa P+R,"",0,block_107,shape_23715,0
